"rxnID","rxnEq","rxnCTrans","rates","rxnType","basis","deviation"
"R1","PROTON + GLN + 2-KETOGLUTARATE + NADPH = GLT + GLT + NADP","X + abcde + fghij + X = fghij + abcde + X","","F","",""
"R2","AMMONIUM + GLT + ATP = PROTON + GLN + ADP + Pi","X + abcde + X = X + abcde + X + X","","F","",""
