"rxnID","rxnEq","rxnCTrans","rates","rxnType","basis","deviation"
"R1","ACP + ACETYL-COA = ACETYL-ACP + CO-A","","","FR","",""
"R2","ATP + ACETYL-COA + HCO3 = PROTON + MALONYL-COA + Pi + ADP","X + abcdefghijklmnopqrstuvw + y = X + cbdefgahijkmnylopqrstuvw + X + X","","F","",""
"R3","ACP + ACETYL-COA = ACETYL-ACP + CO-A","","","FR","",""
