"rxnID","rxnEq","rxnCTrans","rates","rxnType","basis","deviation"
"R1","SER + THF-GLU-N = GLY + METHYLENE-THF-GLU-N + WATER","abc + defghijklmnopqrstuv = bc + defghijlkamnopqrstuv + X","","FR","",""
"R2","3-P-SERINE + WATER = SER + Pi","abc + X = abc + X","","F","",""
"R3","G3P + NAD = PROTON + 3-P-HYDROXYPYRUVATE + NADH","abc + X = X + abc + X","","FR","",""
"R4","3-P-HYDROXYPYRUVATE + GLT = 3-P-SERINE + 2-KETOGLUTARATE","abc + defgh = abc + defgh","","FR","",""
