"rxnID","rxnEq","rxnCTrans","rates","rxnType","basis","deviation"
"R1","N-acetyl-D-mannosamine + ATP = PROTON + N-ACETYL-D-MANNOSAMINE-6P + ADP","abcdefgh + X = X + abcdefgh + X","","F","",""
"R2","N-ACETYL-D-MANNOSAMINE-6P = N-ACETYL-D-GLUCOSAMINE-6-P","abcdefgh = abcdefgh","","FR","",""
"R3","N-ACETYL-D-GLUCOSAMINE-6-P + WATER = D-GLUCOSAMINE-6-P + ACET","abcdefgh + X = bdefgh + ac","","F","",""
"R4","CPD-13469 + WATER = AMMONIUM + FRUCTOSE-6P","abcdef + X = X + afbdec","","FR","",""
