"rxnID","rxnEq","rxnCTrans","rates","rxnType","basis","deviation"
"R1","3-KETOBUTYRATE + ACETYL-COA = ACETOACETYL-COA + ACET","abcd + efghijklmnopqrstuvwyzAB = agfhijkblmnocqrdstuvwyzAB + ep","","FR","",""
"R2","ACETOACETYL-COA + CO-A = ACETYL-COA + ACETYL-COA","abcdefghijklmnopqrstuvwyz + X = am + hbcdefgijklpnoqrstuvwyz","","FR","",""
