"rxnID","rxnEq","rxnCTrans","rates","rxnType","basis","deviation"
"R1","PROTON + CPD-16015 + WATER = PYRUVATE + AMMONIUM","X + abc + X = abc + X","","F","",""
"R2","2-AMINOACRYLATE = CPD-16015","abc = abc","","F","",""
"R3","CYS = PROTON + 2-AMINOACRYLATE + HS","abc = X + abc + X","","F","",""
