"rxnID","rxnEq","rxnCTrans","rates","rxnType","basis","deviation"
"R1","TRP = INDOLE + 2-AMINOACRYLATE + PROTON","abcdefghijk = abcdgfhj + eik + X","","F","",""
"R2","PROTON + CPD-16015 + WATER = PYRUVATE + AMMONIUM","X + abc + X = abc + X","","F","",""
"R3","2-AMINOACRYLATE = CPD-16015","abc = abc","","F","",""
